SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE http://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
MLS Listing,,Single Family Residential,108 Marietta Dr,SAN FRANCISCO,CA,94127,1095000,3,2.0,SAN FRANCISCO,1106,2509,1943,1,990,,Active,September-26-2021 02:00 PM,September-26-2021 04:00 PM,http://www.redfin.com/CA/San-Francisco/108-Marietta-Dr-94127/home/1412362,MLSListings,ML81864123,N,Y,37.7409698,-122.4484268
MLS Listing,,Other,2392 Bryant St,SAN FRANCISCO,CA,94110,1299000,4,2.0,SAN FRANCISCO,2000,1000,1902,7,650,,Active,,,http://www.redfin.com/CA/San-Francisco/2392-Bryant-St-94110/home/733250,MLSListings,ML81863201,N,Y,37.7561542,-122.4096811
MLS Listing,,Single Family Residential,111 States St,SAN FRANCISCO,CA,94114,1995000,3,2.5,SAN FRANCISCO,1794,1437,1931,9,1112,,Active,September-25-2021 01:00 PM,September-25-2021 04:00 PM,http://www.redfin.com/CA/San-Francisco/111-States-St-94114/home/1557402,MLSListings,ML81862760,N,Y,37.7631832,-122.4376521
MLS Listing,,Single Family Residential,160 27th St,San Francisco,CA,94110,4650000,4,3.5,San Francisco,3500,2850,1900,13,1329,,Active,September-26-2021 02:00 PM,September-26-2021 04:00 PM,http://www.redfin.com/CA/San-Francisco/160-27th-St-94110/home/1793188,San Francisco MLS,421593988,N,Y,37.7472449,-122.4238422
MLS Listing,,Condo/Co-op,249 Shipley St #2,San Francisco,CA,94107,768000,1,1.5,San Francisco,892,5591,1999,14,861,754,Active,September-25-2021 02:30 PM,September-25-2021 04:30 PM,http://www.redfin.com/CA/San-Francisco/249-Shipley-94107/unit-2/home/12396891,San Francisco MLS,421593818,N,Y,37.7788907,-122.40378
MLS Listing,,Single Family Residential,669 Marina Blvd,San Francisco,CA,94123,8998000,5,5.0,San Francisco,4752,4944,1931,14,1894,,Active,September-25-2021 02:00 PM,September-25-2021 04:00 PM,http://www.redfin.com/CA/San-Francisco/669-Marina-Blvd-94123/home/582205,San Francisco MLS,421593475,N,Y,37.8052133,-122.4449164
MLS Listing,,Condo/Co-op,1816 23rd St,San Francisco,CA,94107,899000,2,1.0,San Francisco,1134,6825,1988,15,793,600,Active,September-26-2021 12:00 PM,September-26-2021 02:00 PM,http://www.redfin.com/CA/San-Francisco/1816-23rd-St-94107/home/1874262,San Francisco MLS,421591828,N,Y,37.7549818,-122.3980981
MLS Listing,,Condo/Co-op,2831 Polk St #1,San Francisco,CA,94109,2250000,2,2.5,San Francisco,1461,,1924,15,1540,538,Active,,,http://www.redfin.com/CA/San-Francisco/2831-Polk-St-94109/unit-1/home/39591886,San Francisco MLS,421592728,N,Y,37.8028958,-122.4234306
MLS Listing,,Single Family Residential,542 27th Ave,SAN FRANCISCO,CA,94121,2995000,3,4.0,SAN FRANCISCO,3810,2400,1999,17,786,,Active,,,http://www.redfin.com/CA/San-Francisco/542-27th-Ave-94121/home/2007755,MLSListings,ML81861532,N,Y,37.7791442,-122.4865593
MLS Listing,,Condo/Co-op,461 2nd St Unit C118,San Francisco,CA,94107,750000,1,1.0,San Francisco,672,56167,1907,17,1116,651,Active,September-25-2021 12:00 PM,September-25-2021 02:00 PM,http://www.redfin.com/CA/San-Francisco/461-2nd-St-94107/unit-C118/home/1203053,San Francisco MLS,421589274,N,Y,37.783797,-122.3937191
MLS Listing,,Condo/Co-op,253 Oak St,San Francisco,CA,94102,999000,2,1.0,San Francisco,1000,,1912,18,999,315,Active,,,http://www.redfin.com/CA/San-Francisco/253-Oak-St-94102/home/40615584,San Francisco MLS,421591920,N,Y,37.7747818,-122.4234512
MLS Listing,,Condo/Co-op,2000 Ellis St #205,San Francisco,CA,94115,749000,1,1.0,San Francisco,595,8090,2013,32,1259,466,Active,,,http://www.redfin.com/CA/San-Francisco/2000-Ellis-St-94115/unit-205/home/55244549,San Francisco MLS,421587794,N,Y,37.7816364,-122.439602
MLS Listing,,Condo/Co-op,1998 Broadway #807,San Francisco,CA,94109,1350000,2,2.0,San Francisco,1030,15195,1964,44,1311,1288,Active,,,http://www.redfin.com/CA/San-Francisco/1998-Broadway-94109/unit-807/home/1865773,San Francisco MLS,421583886,N,Y,37.7953251,-122.4298254
MLS Listing,,Single Family Residential,618 Mangels Ave,San Francisco,CA,94127,1940000,3,3.0,San Francisco,1920,3746,1912,50,1010,,Active,September-26-2021 02:30 PM,September-26-2021 04:30 PM,http://www.redfin.com/CA/San-Francisco/618-Mangels-Ave-94127/home/1719034,San Francisco MLS,421582030,N,Y,37.7332736,-122.4516557
MLS Listing,,Condo/Co-op,163 Shipley St,San Francisco,CA,94107,875000,2,1.0,San Francisco,801,10427,1992,58,1092,599,Active,,,http://www.redfin.com/CA/San-Francisco/163-Shipley-94107/home/1950146,San Francisco MLS,421576170,N,Y,37.7805383,-122.4018925
MLS Listing,,Condo/Co-op,248 Myrtle St,San Francisco,CA,94109,775000,2,1.0,San Francisco,975,3828,1900,144,795,461,Active,,,http://www.redfin.com/CA/San-Francisco/248-Myrtle-St-94109/home/1491675,San Francisco MLS,421544867,N,Y,37.7851652,-122.4222724
MLS Listing,,Condo/Co-op,221 Page St,San Francisco,CA,94102,1295000,3,1.5,San Francisco,1355,1673,1879,1,956,200,Active,,,http://www.redfin.com/CA/San-Francisco/221-Page-St-94102/home/17306375,San Francisco MLS,421598271,N,Y,37.7736484,-122.4244943
MLS Listing,,Single Family Residential,559 Joost Ave,San Francisco,CA,94127,979000,2,1.0,San Francisco,979,2500,1924,1,1000,,Active,,,http://www.redfin.com/CA/San-Francisco/559-Joost-Ave-94127/home/691976,San Francisco MLS,421598293,N,Y,37.7321612,-122.4480616
MLS Listing,,Condo/Co-op,181 Fremont Unit 62C,San Francisco,CA,94105,2450000,2,2.5,San Francisco,1262,,2018,1,1941,2678,Active,,,http://www.redfin.com/CA/San-Francisco/181-Fremont-St-94105/unit-62C/home/144231786,San Francisco MLS,421598190,N,Y,37.7898082,-122.3953565
MLS Listing,,Single Family Residential,158 Cervantes Blvd,San Francisco,CA,94123,4795000,4,3.5,San Francisco,3255,2500,,1,1473,,Active,,,http://www.redfin.com/CA/San-Francisco/158-Cervantes-Blvd-94123/home/558405,San Francisco MLS,421596480,N,Y,37.8047096,-122.4400567
MLS Listing,,Condo/Co-op,74 New Montgomery St #304,San Francisco,CA,94105,599000,0,1.0,San Francisco,498,17865,1914,1,1203,880,Active,,,http://www.redfin.com/CA/San-Francisco/74-New-Montgomery-St-94105/unit-304/home/17304419,San Francisco MLS,421597231,N,Y,37.7874649,-122.4012865
MLS Listing,,Condo/Co-op,1025 Minna St #5,San Francisco,CA,94103,895000,1,1.5,San Francisco,933,3921,2003,1,959,434,Active,,,http://www.redfin.com/CA/San-Francisco/1025-Minna-St-94103/unit-5/home/2065666,San Francisco MLS,421597805,N,Y,37.7734573,-122.4168843
MLS Listing,,Single Family Residential,142 Wawona St,San Francisco,CA,94127,1995000,4,1.5,San Francisco,2687,2931,1923,1,742,,Active,,,http://www.redfin.com/CA/San-Francisco/142-Wawona-St-94127/home/684483,San Francisco MLS,421573559,N,Y,37.7408112,-122.467445
MLS Listing,,Condo/Co-op,2205 Sacramento St #201,San Francisco,CA,94115,1595000,2,1.5,San Francisco,1582,8805,1908,1,1008,690,Active,,,http://www.redfin.com/CA/San-Francisco/2205-Sacramento-St-94115/unit-201/home/1914955,San Francisco MLS,421596780,N,Y,37.790137,-122.4295439
MLS Listing,,Condo/Co-op,1200 California St Unit 25A,San Francisco,CA,94109,2250000,1,2.0,San Francisco,1435,,1962,1,1568,2166,Active,,,http://www.redfin.com/CA/San-Francisco/1200-California-St-94109/unit-25A/home/12400737,San Francisco MLS,421597809,N,Y,37.7917486,-122.4144729
MLS Listing,,Condo/Co-op,480 10th Ave,San Francisco,CA,94118,1695000,3,3.0,San Francisco,1977,2996,1915,1,857,455,Active,,,http://www.redfin.com/CA/San-Francisco/480-10th-Ave-94118/home/175610356,San Francisco MLS,421598223,N,Y,37.7793636,-122.4683726
MLS Listing,,Single Family Residential,1918 Divisadero St,SAN FRANCISCO,CA,94115,4299950,4,3.5,SAN FRANCISCO,3360,2260,1910,1,1280,,Active,September-25-2021 02:00 PM,September-25-2021 04:00 PM,http://www.redfin.com/CA/San-Francisco/1918-Divisadero-St-94115/home/589409,MLSListings,ML81864164,N,Y,37.7874899,-122.4401107
MLS Listing,,Condo/Co-op,2064 Green St,San Francisco,CA,94123,2695000,2,2.0,San Francisco,1765,2646,1948,1,1527,950,Active,,,http://www.redfin.com/CA/San-Francisco/2064-Green-St-94123/home/1268447,San Francisco MLS,421589856,N,Y,37.796671,-122.4331701
MLS Listing,,Condo/Co-op,1336 Lake St,San Francisco,CA,94118,1575000,2,1.5,San Francisco,3100,2500,1941,1,508,350,Active,,,http://www.redfin.com/CA/San-Francisco/1336-Lake-St-94118/home/606737,San Francisco MLS,421598165,N,Y,37.7865026,-122.4739302
MLS Listing,,Condo/Co-op,842 Bay St,San Francisco,CA,94109,899000,2,1.0,San Francisco,,3850,,1,,445,Active,,,http://www.redfin.com/CA/San-Francisco/842-Bay-St-94109/home/39739529,San Francisco MLS,421593415,N,Y,37.8048818,-122.4211047
MLS Listing,,Single Family Residential,1842 18th Ave,San Francisco,CA,94122,3795000,5,4.5,San Francisco,3578,5998,1923,1,1061,,Active,,,http://www.redfin.com/CA/San-Francisco/1842-18th-Ave-94122/home/2027073,San Francisco MLS,421596619,N,Y,37.7534462,-122.4750071
MLS Listing,,Condo/Co-op,1177 California St #1414,San Francisco,CA,94108,1645000,2,2.5,San Francisco,1399,,,1,1176,1623,Active,,,http://www.redfin.com/CA/San-Francisco/1177-California-St-94108/unit-1414/home/1459255,San Francisco MLS,421597785,N,Y,37.7909986,-122.4137649
MLS Listing,,Single Family Residential,250 Edgewood Ave,SAN FRANCISCO,CA,94117,3999950,3,4.5,SAN FRANCISCO,2766,3937,1908,1,1446,,Active,September-26-2021 12:00 PM,September-26-2021 05:00 PM,http://www.redfin.com/CA/San-Francisco/250-Edgewood-Ave-94117/home/671540,MLSListings,ML81864149,N,Y,37.761521,-122.454625
MLS Listing,,Condo/Co-op,858 Capp St #8,San Francisco,CA,94110,1899000,3,3.0,San Francisco,1638,,2021,1,1159,507,Active,,,http://www.redfin.com/CA/San-Francisco/858-Capp-St-94110/unit-8/home/175168197,San Francisco MLS,421598164,N,Y,37.7529271,-122.4176769
MLS Listing,,Single Family Residential,2240 27th Ave,San Francisco,CA,94116,1295000,3,1.0,San Francisco,1564,2996,1936,1,828,,Active,,,http://www.redfin.com/CA/San-Francisco/2240-27th-Ave-94116/home/1910855,San Francisco MLS,421596878,N,Y,37.7455871,-122.4842047
MLS Listing,,Condo/Co-op,1257 Dolores St Unit A,San Francisco,CA,94110,875000,1,1.0,San Francisco,860,,1910,1,1017,436,Active,,,http://www.redfin.com/CA/San-Francisco/1257-Dolores-St-94110/unit-A/home/1785240,San Francisco MLS,421597429,N,Y,37.749337,-122.424492
MLS Listing,,Single Family Residential,555 Ramsell St,SAN FRANCISCO,CA,94132,1981989,5,4.5,SAN FRANCISCO,3187,5000,2021,1,622,,Active,September-26-2021 01:00 PM,September-26-2021 04:00 PM,http://www.redfin.com/CA/San-Francisco/555-Ramsell-St-94132/home/1311200,MLSListings,ML81864128,N,Y,37.7207163,-122.4665605
MLS Listing,,Condo/Co-op,2449 Chestnut St,San Francisco,CA,94123,1895000,2,2.0,San Francisco,1462,3408,1927,1,1296,350,Active,,,http://www.redfin.com/CA/San-Francisco/2449-Chestnut-St-94123/home/583613,San Francisco MLS,421597943,N,Y,37.7997663,-122.4437149
MLS Listing,,Condo/Co-op,563 Belvedere St,San Francisco,CA,94117,1498000,3,1.5,San Francisco,1378,2446,1909,1,1087,,Active,,,http://www.redfin.com/CA/San-Francisco/563-Belvedere-St-94117/home/602269,San Francisco MLS,421590035,N,Y,37.762386,-122.448196
MLS Listing,,Single Family Residential,1526 27th Ave,San Francisco,CA,94122,1495000,3,1.5,San Francisco,1600,2374,1931,1,934,,Active,,,http://www.redfin.com/CA/San-Francisco/1526-27th-Ave-94122/home/633833,San Francisco MLS,421587793,N,Y,37.758913,-122.48507
MLS Listing,,Single Family Residential,368 Bradford St,San Francisco,CA,94110,1475000,4,3.0,San Francisco,1620,2099,1962,1,910,,Active,,,http://www.redfin.com/CA/San-Francisco/368-Bradford-St-94110/home/1264728,San Francisco MLS,421597968,N,Y,37.7372159,-122.4098932
MLS Listing,,Single Family Residential,22 Cutler Ave,San Francisco,CA,94116,1095000,3,2.0,San Francisco,,2003,1944,1,,,Active,,,http://www.redfin.com/CA/San-Francisco/22-Cutler-Ave-94116/home/1921725,San Francisco MLS,421597966,N,Y,37.7372013,-122.5058392
MLS Listing,,Single Family Residential,20 Hill St,San Francisco,CA,94110,3495000,4,3.0,San Francisco,3105,3420,1885,1,1126,,Active,,,http://www.redfin.com/CA/San-Francisco/20-Hill-St-94110/home/935668,San Francisco MLS,421597510,N,Y,37.7562594,-122.4220389
MLS Listing,,Condo/Co-op,764 Clayton St,San Francisco,CA,94117,1995000,4,3.5,San Francisco,2255,2650,1895,1,885,391,Active,,,http://www.redfin.com/CA/San-Francisco/764-Clayton-St-94117/home/51565776,San Francisco MLS,421598050,N,Y,37.7677421,-122.4480369
MLS Listing,,Single Family Residential,519 Garfield St,San Francisco,CA,94132,995000,2,1.0,San Francisco,1145,2199,1949,1,869,,Active,,,http://www.redfin.com/CA/San-Francisco/519-Garfield-St-94132/home/823396,San Francisco MLS,421584344,N,Y,37.7195902,-122.4675938
MLS Listing,,Condo/Co-op,760 Duboce Ave,San Francisco,CA,94117,1995000,3,2.0,San Francisco,1793,3047,1900,1,1113,335,Active,,,http://www.redfin.com/CA/San-Francisco/760-Duboce-Ave-94117/home/1269749,San Francisco MLS,421591372,N,Y,37.769176,-122.4363114
MLS Listing,,Condo/Co-op,701 Clayton St,San Francisco,CA,94117,1825000,3,2.0,San Francisco,,2979,1895,1,,937,Active,,,http://www.redfin.com/CA/San-Francisco/701-Clayton-St-94117/unit-701/home/176519167,San Francisco MLS,421597068,N,Y,37.768728,-122.4485943
MLS Listing,,Condo/Co-op,39 Collingwood St,San Francisco,CA,94114,1549000,3,1.0,San Francisco,1615,2499,1908,1,959,300,Active,,,http://www.redfin.com/CA/San-Francisco/39-Collingwood-St-94114/home/39910600,San Francisco MLS,421596103,N,Y,37.761778,-122.43593
MLS Listing,,Single Family Residential,377 Santa Ana Ave,San Francisco,CA,94127,2375000,4,3.0,San Francisco,2545,5179,1928,1,933,31,Active,,,http://www.redfin.com/CA/San-Francisco/377-Santa-Ana-Ave-94127/home/699045,San Francisco MLS,421594634,N,Y,37.7299994,-122.4679757
MLS Listing,,Condo/Co-op,1860 Washington St #302,San Francisco,CA,94109,949000,2,1.0,San Francisco,920,7023,1983,1,1032,624,Active,,,http://www.redfin.com/CA/San-Francisco/1860-Washington-St-94109/unit-302/home/565550,San Francisco MLS,421595568,N,Y,37.7931806,-122.4238816
MLS Listing,,Multi-Family (2-4 Unit),2840 - 2840A Bryant St,San Francisco,CA,94110,2000000,2,,San Francisco,2048,2500,1923,1,977,,Active,,,http://www.redfin.com/CA/San-Francisco/2840-Bryant-St-94110/home/886777,BAREIS,421598023,N,Y,37.7489529,-122.4089972
MLS Listing,,Condo/Co-op,2858 Sacramento St,San Francisco,CA,94115,1695000,3,2.0,San Francisco,1705,3192,1900,1,994,375,Active,,,http://www.redfin.com/CA/San-Francisco/2858-Sacramento-St-94115/home/1568839,San Francisco MLS,421597688,N,Y,37.7892156,-122.4399712
MLS Listing,,Condo/Co-op,260 Downey St,San Francisco,CA,94114,1149000,2,2.0,San Francisco,,1759,1907,1,,260,Active,,,http://www.redfin.com/CA/San-Francisco/260-Downey-St-94117/home/1252766,San Francisco MLS,421596057,N,Y,37.7644246,-122.4464617
MLS Listing,,Condo/Co-op,3131 Pierce St #305,San Francisco,CA,94123,1595000,2,2.0,San Francisco,1194,,,1,1336,1137,Active,,,http://www.redfin.com/CA/San-Francisco/3131-Pierce-St-94123/unit-305/home/176518515,San Francisco MLS,421598062,N,Y,37.7989774,-122.4394952
MLS Listing,,Single Family Residential,425 El Camino Del Mar,San Francisco,CA,94121,4495000,4,3.0,San Francisco,3100,4098,1951,1,1450,,Active,,,http://www.redfin.com/CA/San-Francisco/425-El-Camino-Del-Mar-94121/home/1228387,San Francisco MLS,421597992,N,Y,37.787286,-122.4878746
MLS Listing,,Multi-Family (2-4 Unit),526 - 524 Vermont St,San Francisco,CA,94107,1900000,3,2.0,San Francisco,2337,2374,1900,1,813,,Active,September-26-2021 12:00 PM,September-26-2021 02:00 PM,http://www.redfin.com/CA/San-Francisco/524-Vermont-St-94107/home/727893,San Francisco MLS,421592366,N,Y,37.7629697,-122.4046454
MLS Listing,,Condo/Co-op,2168 Grove St,San Francisco,CA,94117,1495000,2,1.5,San Francisco,1779,3000,1927,1,840,250,Active,,,http://www.redfin.com/CA/San-Francisco/2168-Grove-St-94117/home/1888456,San Francisco MLS,421597826,N,Y,37.7743608,-122.4523591
MLS Listing,,Multi-Family (2-4 Unit),2015 - 2019 17th St,San Francisco,CA,94103,3295000,7,4.0,San Francisco,4600,2495,1900,1,716,,Active,,,http://www.redfin.com/CA/San-Francisco/2015-17th-St-94103/unit-2019/home/1687257,San Francisco MLS,421597211,N,Y,37.764465,-122.4040351
MLS Listing,,Single Family Residential,1274 Sanchez St,San Francisco,CA,94114,1259000,2,1.0,San Francisco,1100,2008,1900,1,1145,,Active,,,http://www.redfin.com/CA/San-Francisco/1274-Sanchez-St-94114/home/1981916,San Francisco MLS,421597232,N,Y,37.7487136,-122.4296705
MLS Listing,,Condo/Co-op,2017 17th St,San Francisco,CA,94103,1199000,3,2.0,San Francisco,1465,2495,1900,1,818,,Active,,,http://www.redfin.com/CA/San-Francisco/2017-17th-St-94103/home/12069895,San Francisco MLS,421597182,N,Y,37.7645291,-122.404072
MLS Listing,,Condo/Co-op,1235 Mcallister St #121,San Francisco,CA,94115,378157,1,1.0,San Francisco,659,41261,2000,1,574,400,Active,,,http://www.redfin.com/CA/San-Francisco/1235-McAllister-St-94115/unit-121/home/1562187,San Francisco MLS,421594132,N,Y,37.7782718,-122.432637
MLS Listing,,Condo/Co-op,77 Van Ness Ave #403,San Francisco,CA,94102,1295000,2,3.0,San Francisco,1155,13040,2009,1,1121,496,Active,,,http://www.redfin.com/CA/San-Francisco/77-Van-Ness-Ave-94102/unit-403/home/40138122,San Francisco MLS,421597148,N,Y,37.7760549,-122.4199372
MLS Listing,,Condo/Co-op,235 Berry St #517,San Francisco,CA,94158,1149000,2,2.0,San Francisco,1078,42959,2007,1,1066,685,Active,,,http://www.redfin.com/CA/San-Francisco/235-Berry-St-94158/unit-517/home/12354977,San Francisco MLS,421583634,N,Y,37.7747025,-122.3941174
MLS Listing,,Condo/Co-op,2459 Jackson St,San Francisco,CA,94115,2895000,3,2.5,San Francisco,2321,3474,1900,1,1247,300,Active,,,http://www.redfin.com/CA/San-Francisco/2459-Jackson-St-94115/home/1691090,San Francisco MLS,421596530,N,Y,37.792079,-122.435514
MLS Listing,,Condo/Co-op,900 Bush St #512,San Francisco,CA,94109,750000,1,1.0,San Francisco,876,,1982,1,856,1156,Active,,,http://www.redfin.com/CA/San-Francisco/900-Bush-St-94109/unit-512/home/1978745,San Francisco MLS,421591229,N,Y,37.7898591,-122.4125833
MLS Listing,,Condo/Co-op,8200 Oceanview Ter #115,San Francisco,CA,94132,699950,2,2.0,San Francisco,948,,2002,1,738,697,Active,,,http://www.redfin.com/CA/San-Francisco/8200-Oceanview-Ter-94132/unit-115/home/1918997,San Francisco MLS,421597698,N,Y,37.7099731,-122.4675313
MLS Listing,,Condo/Co-op,1046 Sanchez St,San Francisco,CA,94114,1495000,3,1.0,San Francisco,1443,2650,1900,1,1036,400,Active,,,http://www.redfin.com/CA/San-Francisco/1046-Sanchez-St-94114/home/1526557,BAREIS,421596053,N,Y,37.752464,-122.430056
MLS Listing,,Condo/Co-op,470 Collingwood St #2,San Francisco,CA,94114,995000,1,1.0,San Francisco,,6250,1965,1,,400,Active,,,http://www.redfin.com/CA/San-Francisco/470-Collingwood-St-94114/unit-2/home/176515742,San Francisco MLS,421594554,N,Y,37.7548626,-122.4358861
MLS Listing,,Condo/Co-op,72 Townsend St #803,San Francisco,CA,94107,1249000,1,1.5,San Francisco,885,,2016,1,1411,806,Active,,,http://www.redfin.com/CA/San-Francisco/72-Townsend-St-94107/unit-803/home/108558514,San Francisco MLS,421594840,N,Y,37.7814887,-122.3902958
MLS Listing,,Condo/Co-op,28 Virginia Ave,San Francisco,CA,94110,649000,1,1.0,San Francisco,445,572,1925,1,1458,150,Active,,,http://www.redfin.com/CA/San-Francisco/28-Virginia-Ave-94110/home/40629236,San Francisco MLS,421594908,N,Y,37.742809,-122.42101
MLS Listing,,Condo/Co-op,312 Fair Oaks St,San Francisco,CA,94110,1095000,2,1.0,San Francisco,1012,2476,1925,1,1082,150,Active,September-26-2021 02:00 PM,September-26-2021 04:00 PM,http://www.redfin.com/CA/San-Francisco/312-Fair-Oaks-St-94110/home/69371647,San Francisco MLS,421596819,N,Y,37.751567,-122.424202
MLS Listing,,Condo/Co-op,301 Mission St Unit 9C,San Francisco,CA,94105,1750000,2,2.5,San Francisco,1583,,2009,1,1105,1750,Active,,,http://www.redfin.com/CA/San-Francisco/301-Mission-St-94105/unit-9C/home/40138724,San Francisco MLS,421591859,N,Y,37.7903824,-122.3961531
MLS Listing,,Condo/Co-op,161 Gilbert St #4,San Francisco,CA,94103,1250000,2,2.0,San Francisco,1550,8820,1995,1,806,927,Active,,,http://www.redfin.com/CA/San-Francisco/161-Gilbert-St-94103/unit-4/home/12396094,San Francisco MLS,421595969,N,Y,37.7730051,-122.4018839
MLS Listing,,Condo/Co-op,414 Murray St,San Francisco,CA,94110,1180000,2,2.0,San Francisco,968,,1905,1,1219,300,Active,,,http://www.redfin.com/CA/San-Francisco/414-Murray-St-94110/home/173337872,San Francisco MLS,421594030,N,Y,37.7353345,-122.4201003
MLS Listing,,Condo/Co-op,1688 Pine St Unit E502,San Francisco,CA,94109,1398000,2,2.0,San Francisco,989,35482,2016,1,1414,821,Active,,,http://www.redfin.com/CA/San-Francisco/1688-Pine-St-94109/unit-E502/home/111102354,San Francisco MLS,421595927,N,Y,37.7895497,-122.4233697
MLS Listing,,Condo/Co-op,338 Potrero Ave #405,San Francisco,CA,94103,795000,1,1.0,San Francisco,,11250,2016,1,,634,Active,September-25-2021 11:00 AM,September-25-2021 01:00 PM,http://www.redfin.com/CA/San-Francisco/338-Potrero-Ave-94103/unit-405/home/112777801,San Francisco MLS,421591105,N,Y,37.7651398,-122.4077664
MLS Listing,,Condo/Co-op,451 Kansas St #482,San Francisco,CA,94107,1150000,2,2.0,San Francisco,932,80311,2007,1,1234,633,Active,,,http://www.redfin.com/CA/San-Francisco/451-Kansas-St-94107/unit-482/home/23424613,San Francisco MLS,421596802,N,Y,37.7637484,-122.4027468
MLS Listing,,Single Family Residential,2335 43rd Ave,SAN FRANCISCO,CA,94116,1198000,2,1.0,SAN FRANCISCO,995,2996,1944,1,1204,,Active,September-24-2021 04:00 PM,September-24-2021 06:00 PM,http://www.redfin.com/CA/San-Francisco/2335-43rd-Ave-94116/home/1307694,MLSListings,ML81863849,N,Y,37.743079,-122.5017575
MLS Listing,,Condo/Co-op,1310 Greenwich St #302,San Francisco,CA,94109,1295000,2,1.0,San Francisco,956,2639,1924,1,1355,649,Active,,,http://www.redfin.com/CA/San-Francisco/1310-Greenwich-St-94109/unit-302/home/170557832,San Francisco MLS,421596713,N,Y,37.8009108,-122.4214232
MLS Listing,,Condo/Co-op,1099 23rd St #9,San Francisco,CA,94107,1099000,2,2.0,San Francisco,1258,10000,2000,1,874,774,Active,,,http://www.redfin.com/CA/San-Francisco/1099-23rd-St-94107/unit-9/home/12396793,San Francisco MLS,421597666,N,Y,37.755027,-122.39042
MLS Listing,,Condo/Co-op,181 Ofarrell St #302,San Francisco,CA,94102,1195000,2,1.5,San Francisco,1499,,2006,1,797,805,Active,,,http://www.redfin.com/CA/San-Francisco/181-O-Farrell-St-94102/unit-302/home/17306980,San Francisco MLS,421597825,N,Y,37.7862743,-122.4075642
MLS Listing,,Condo/Co-op,270 Henry St #101,San Francisco,CA,94114,1450000,2,2.0,San Francisco,1084,4428,1996,1,1338,495,Active,,,http://www.redfin.com/CA/San-Francisco/270-Henry-St-94114/unit-101/home/148060022,San Francisco MLS,421597394,N,Y,37.7666438,-122.4370234
MLS Listing,,Other,3054 San Bruno Ave,SAN FRANCISCO,CA,94134,1450000,5,3.0,SAN FRANCISCO,2300,2996,1906,1,630,,Active,,,http://www.redfin.com/CA/San-Francisco/3054-San-Bruno-Ave-94134/home/2011702,MLSListings,ML81864049,N,Y,37.7233503,-122.402102
MLS Listing,,Single Family Residential,618 27th Ave,SAN FRANCISCO,CA,94121,2088000,4,2.0,SAN FRANCISCO,2200,2500,1921,1,949,,Active,September-25-2021 01:00 PM,September-25-2021 04:00 PM,http://www.redfin.com/CA/San-Francisco/618-27th-Ave-94121/home/2016043,MLSListings,ML81864042,N,Y,37.7776538,-122.4864156
MLS Listing,,Condo/Co-op,345 8th St #304,San Francisco,CA,94103,1160000,2,2.0,San Francisco,887,,,1,1308,670,Active,,,http://www.redfin.com/CA/San-Francisco/345-8th-St-94103/unit-304/home/176512116,San Francisco MLS,421597798,N,Y,37.7745884,-122.4095559
MLS Listing,,Single Family Residential,537 Flood Ave,San Francisco,CA,94112,1299750,3,2.0,San Francisco,1630,2809,1912,1,797,,Active,,,http://www.redfin.com/CA/San-Francisco/537-Flood-Ave-94112/home/1230682,San Francisco MLS,421596820,N,Y,37.7297152,-122.4519653
MLS Listing,,Condo/Co-op,345 8th St #305,San Francisco,CA,94103,675000,1,1.0,San Francisco,537,,,1,1257,562,Active,,,http://www.redfin.com/CA/San-Francisco/345-8th-St-94103/unit-305/home/176512032,San Francisco MLS,421597821,N,Y,37.7745884,-122.4095559
MLS Listing,,Condo/Co-op,857 Filbert St,San Francisco,CA,94133,1895000,2,2.0,San Francisco,1366,2389,1907,1,1387,418,Active,,,http://www.redfin.com/CA/San-Francisco/857-Filbert-St-94133/home/40456889,San Francisco MLS,421597841,N,Y,37.8006228,-122.4134862
MLS Listing,,Single Family Residential,130 Sweeny St,SAN FRANCISCO,CA,94134,1300000,2,1.0,SAN FRANCISCO,1300,1873,1940,1,1000,,Active,,,http://www.redfin.com/CA/San-Francisco/130-Sweeny-St-94134/home/1527411,MLSListings,ML81864036,N,Y,37.7331038,-122.4081233
MLS Listing,,Single Family Residential,2219 44th Ave,SAN FRANCISCO,CA,94116,999000,2,1.0,SAN FRANCISCO,1228,3000,1939,1,814,,Active,September-25-2021 01:00 PM,September-25-2021 04:00 PM,http://www.redfin.com/CA/San-Francisco/2219-44th-Ave-94116/home/963860,MLSListings,ML81864030,N,Y,37.7451813,-122.5029753
MLS Listing,,Condo/Co-op,401 Harrison St Unit 8D,San Francisco,CA,94105,930000,1,1.0,San Francisco,607,56023,2014,1,1532,1235,Active,,,http://www.redfin.com/CA/San-Francisco/401-Harrison-St-94105/unit-8D/home/144064184,BAREIS,421597441,N,Y,37.7863747,-122.3919931
