SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE http://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
MLS Listing,,Multi-Family (2-4 Unit),2754 Bush St,San Francisco,CA,94115,1800000,5,4.0,San Francisco,2748,3436,1900,8,655,,Active,,,http://www.redfin.com/CA/San-Francisco/2754-Bush-St-94115/unit-56/home/1764576,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40967422,N,Y,37.7861291,-122.442712
MLS Listing,,Condo/Co-op,2444 Broadway St,San Francisco,CA,94115,4495000,4,3.5,San Francisco,2825,6115,1908,8,1591,,Active,,,http://www.redfin.com/CA/San-Francisco/2444-Broadway-94115/home/176410434,San Francisco MLS,421594729,N,Y,37.7942087,-122.4374493
MLS Listing,,Condo/Co-op,125 Divisadero St,San Francisco,CA,94117,1995000,2,2.0,San Francisco,2061,9517,1995,8,968,714,Active,September-24-2021 02:30 PM,September-24-2021 05:30 PM,http://www.redfin.com/CA/San-Francisco/125-Divisadero-St-94117/home/1305989,San Francisco MLS,421594500,N,Y,37.769339,-122.437013
MLS Listing,,Condo/Co-op,1315 Laguna St #5,San Francisco,CA,94115,549000,2,1.0,San Francisco,850,,,8,646,761,Active,September-25-2021 02:00 PM,September-25-2021 04:00 PM,http://www.redfin.com/CA/San-Francisco/1315-Laguna-St-94115/unit-5/home/12401359,San Francisco MLS,421595666,N,Y,37.7832606,-122.4278085
MLS Listing,,Multi-Family (2-4 Unit),3136 - 3140 Steiner St,San Francisco,CA,94123,2650000,6,4.0,San Francisco,3015,1210,1906,8,879,,Active,,,http://www.redfin.com/CA/San-Francisco/3136-Steiner-St-94123/home/562008,San Francisco MLS,421595654,N,Y,37.798449,-122.4372435
MLS Listing,,Condo/Co-op,555 4th St #740,San Francisco,CA,94107,739888,1,1.0,San Francisco,680,63162,2006,8,1088,619,Active,,,http://www.redfin.com/CA/San-Francisco/555-4th-St-94107/unit-740/home/22891790,San Francisco MLS,421595485,N,Y,37.7791203,-122.3971915
MLS Listing,,Multi-Family (2-4 Unit),738 - 740 North Point St,San Francisco,CA,94109,2799000,5,3.0,San Francisco,2355,1800,1963,8,1189,,Active,,,http://www.redfin.com/CA/San-Francisco/738-N-Point-St-94109/home/1924970,San Francisco MLS,421569343,N,Y,37.8060401,-122.4193394
MLS Listing,,Condo/Co-op,555 4th St #310,San Francisco,CA,94107,788000,1,1.0,San Francisco,694,,2006,8,1135,621,Active,September-26-2021 02:00 PM,September-26-2021 04:00 PM,http://www.redfin.com/CA/San-Francisco/555-4th-St-94107/unit-310/home/22889419,San Francisco MLS,421590578,N,Y,37.7791203,-122.3971915
MLS Listing,,Condo/Co-op,1000 3rd St #505,San Francisco,CA,94158,1638000,2,2.0,San Francisco,1123,46014,2018,8,1459,944,Active,,,http://www.redfin.com/CA/San-Francisco/1000-3rd-St-94158/unit-505/home/146135055,San Francisco MLS,421595601,N,Y,37.7752125,-122.3902276
MLS Listing,,Condo/Co-op,300 Valley St #3,San Francisco,CA,94131,1695000,2,2.0,San Francisco,1465,11103,1999,8,1157,618,Active,,,http://www.redfin.com/CA/San-Francisco/300-Valley-St-94131/unit-3/home/1940366,San Francisco MLS,421594709,N,Y,37.7445131,-122.4294049
MLS Listing,,Single Family Residential,3028 Clay St,San Francisco,CA,94115,4995000,4,3.0,San Francisco,,2625,1908,8,,,Active,September-26-2021 02:00 PM,September-26-2021 04:00 PM,http://www.redfin.com/CA/San-Francisco/3028-Clay-St-94115/home/1811852,San Francisco MLS,421595194,N,Y,37.7897169,-122.4438333
MLS Listing,,Condo/Co-op,1128 Masonic Ave Unit A,San Francisco,CA,94117,599000,1,1.0,San Francisco,610,2344,1906,8,982,350,Active,,,http://www.redfin.com/CA/San-Francisco/1128-Masonic-Ave-94117/unit-A/home/176409646,San Francisco MLS,421595546,N,Y,37.7707908,-122.4451535
MLS Listing,,Condo/Co-op,1128 Masonic Ave Unit B,San Francisco,CA,94117,750000,2,1.0,San Francisco,875,2344,1906,8,857,350,Active,,,http://www.redfin.com/CA/San-Francisco/1128-Masonic-Ave-94117/unit-B/home/176409645,San Francisco MLS,421595599,N,Y,37.7707908,-122.4451535
MLS Listing,,Single Family Residential,196 Avila St,San Francisco,CA,94123,6195000,3,3.5,San Francisco,3335,3628,,8,1858,,Active,,,http://www.redfin.com/CA/San-Francisco/196-Avila-St-94123/home/1392181,San Francisco MLS,421594659,N,Y,37.8025517,-122.4405337
MLS Listing,,Condo/Co-op,1451 Sanchez St,San Francisco,CA,94131,2395000,3,2.5,San Francisco,1960,2447,2001,8,1222,200,Active,September-25-2021 02:00 PM,September-25-2021 04:00 PM,http://www.redfin.com/CA/San-Francisco/1451-Sanchez-St-94131/home/1152050,San Francisco MLS,421568896,N,Y,37.7458642,-122.4289641
MLS Listing,,Condo/Co-op,151 Beaver St,San Francisco,CA,94114,1475000,2,1.0,San Francisco,,2419,1906,8,,447,Active,,,http://www.redfin.com/CA/San-Francisco/151-Beaver-St-94114/home/169570352,San Francisco MLS,421593890,N,Y,37.7648852,-122.4367953
MLS Listing,,Single Family Residential,473 - 475 Diamond St,San Francisco,CA,94114,3495000,4,3.5,San Francisco,2610,3125,1978,8,1339,,Active,September-25-2021 12:00 PM,September-25-2021 03:00 PM,http://www.redfin.com/CA/San-Francisco/473-Diamond-St-94114/home/1351536,San Francisco MLS,421595404,N,Y,37.7548677,-122.4363838
MLS Listing,,Condo/Co-op,1688 Pine St Unit E601,San Francisco,CA,94109,1289000,2,2.0,San Francisco,889,35482,2016,8,1450,795,Active,,,http://www.redfin.com/CA/San-Francisco/1688-Pine-St-94109/unit-E601/home/111102352,San Francisco MLS,421595551,N,Y,37.7895497,-122.4233697
MLS Listing,,Condo/Co-op,3810 18th St,San Francisco,CA,94114,1795000,3,2.0,San Francisco,1811,2509,1906,8,991,350,Active,,,http://www.redfin.com/CA/San-Francisco/3810-18th-St-94114/home/709575,San Francisco MLS,421594043,N,Y,37.7614917,-122.4287476
MLS Listing,,Condo/Co-op,2488 Sutter St #2,San Francisco,CA,94115,1695000,2,2.0,San Francisco,1750,3173,2000,8,969,225,Active,September-25-2021 11:00 AM,September-25-2021 01:00 PM,http://www.redfin.com/CA/San-Francisco/2488-Sutter-St-94115/unit-2/home/1875623,San Francisco MLS,421595550,N,Y,37.7852126,-122.441283
MLS Listing,,Condo/Co-op,55 - 63 Woodward St #63,San Francisco,CA,94103,688000,2,1.0,San Francisco,910,3972,,8,756,340,Active,,,http://www.redfin.com/CA/San-Francisco/55-Woodward-St-94103/unit-63/home/176407760,San Francisco MLS,421591078,N,Y,37.769007,-122.4206429
